im_name,x_min,y_min,x_max,y_max
1000013824.jpg,16.821706771850586,67.53518676757812,624.1998291015625,305.406005859375
1000079360.jpg,17.238006591796875,35.89825439453125,553.4765625,414.69775390625
1001848832.jpg,85.99625396728516,150.8756866455078,1581.30517578125,1101.7435302734375
1002635264.jpg,38.114044189453125,95.60066986083984,430.6760559082031,275.1708068847656
1003880448.jpg,1.5767526626586914,78.80192565917969,446.8469848632813,278.1198425292969
1005060096.jpg,68.2611083984375,188.6852569580078,580.6072998046875,409.8128051757813
1005322240.jpg,158.73341369628906,189.49496459960935,575.535888671875,336.5885314941406
1005649920.jpg,19.021181106567383,9.209989547729492,631.3695068359375,384.788818359375
1005780992.jpg,48.7586669921875,39.959228515625,607.1439208984375,440.6560668945313
1006436352.jpg,41.59259033203125,201.22344970703125,539.8731689453125,439.8497924804687
1007091712.jpg,65.78382873535156,255.27557373046875,2592.0,1831.4652099609375
1007419392.jpg,86.67852783203125,101.4842529296875,571.21630859375,406.4615478515625
1007484928.jpg,61.2030029296875,100.21279907226562,549.9094848632812,347.677001953125
1008074752.jpg,39.293212890625,6.540283203125,632.6009521484375,434.928955078125
1008205824.jpg,133.96737670898438,243.2820587158203,872.44287109375,599.6529541015625
1008271360.jpg,72.7710952758789,179.0302734375,997.6868896484376,619.1549682617188
1008533504.jpg,78.48348999023438,155.1800994873047,885.02001953125,515.4652709960938
1008599040.jpg,26.846094131469727,194.7934112548828,1000.7269287109376,593.1260375976562
1008730112.jpg,90.56307220458984,43.17120361328125,674.0825805664062,372.6287536621094
1008861184.jpg,73.8306884765625,149.4556884765625,556.9019165039062,309.11383056640625
1008926720.jpg,56.5953369140625,130.7637939453125,617.857421875,342.2969970703125
1009385472.jpg,148.78761291503906,129.12991333007812,518.9044189453125,337.2496337890625
1009516544.jpg,1.0887451171875,71.03225708007812,623.2313232421875,412.2131958007813
1010106368.jpg,18.46380615234375,49.85791015625,606.1664428710938,424.082275390625
1010761728.jpg,13.88556957244873,91.20035552978516,398.6584777832031,295.87957763671875
1011089408.jpg,83.4429702758789,89.5000991821289,961.0973510742188,560.7666625976562
1011417088.jpg,61.86151123046875,66.11685180664062,591.5686645507812,418.9712829589844
1011548160.jpg,68.54017639160156,30.141704559326172,243.8487548828125,177.21812438964844
1011810304.jpg,42.170536041259766,68.42101287841797,522.8875122070312,257.9746398925781
1013055488.jpg,74.17040252685547,181.08541870117188,351.92852783203125,324.1198425292969
1013121024.jpg,102.0196304321289,101.2628402709961,933.4833984375,680.775390625
1013252096.jpg,30.4022216796875,18.142669677734375,575.8695678710938,431.6709899902344
1013972992.jpg,19.929733276367188,16.62210464477539,372.57720947265625,199.9320831298828
1014431744.jpg,15.578228950500488,36.6351318359375,542.5775146484375,292.64422607421875
1014693888.jpg,15.40673828125,41.215850830078125,629.4168701171875,378.6449279785156
1014956032.jpg,6.031434535980225,36.065330505371094,253.28041076660156,156.71824645996094
1033109504.jpg,60.7818603515625,108.189208984375,601.8665771484375,414.9182739257813
1033633792.jpg,35.96185302734375,79.060546875,589.2683715820312,397.5377807617187
1033699328.jpg,161.775390625,222.7989501953125,1044.8109130859375,655.7521362304688
1033764864.jpg,281.1795654296875,328.8150634765625,996.2755126953124,590.805419921875
1034092544.jpg,232.90928649902344,279.9610900878906,1364.0418701171875,764.642822265625
1034682368.jpg,331.013427734375,274.97564697265625,2018.6617431640625,1484.162841796875
1034747904.jpg,39.7181510925293,67.70346069335938,1404.1209716796875,943.559814453125
1034878976.jpg,2.0296630859375,169.58396911621094,619.761962890625,446.49072265625
1035337728.jpg,42.38330078125,36.2135009765625,589.9957275390625,377.0950317382813
1036386304.jpg,130.92288208007812,447.1481323242187,1389.3798828125,1009.1477661132812
1036845056.jpg,120.46317291259766,304.56707763671875,930.7470703125,665.9207153320312
1037107200.jpg,158.39219665527344,172.76507568359375,564.915771484375,436.99664306640625
1038024704.jpg,33.2659912109375,115.65330505371094,1483.3455810546875,1056.511962890625
1038090240.jpg,184.94859313964844,466.53607177734375,2188.248046875,1688.083251953125
1038745600.jpg,9.460309982299805,86.76446533203125,449.5781555175781,346.027587890625
1038811136.jpg,33.5991096496582,54.15920639038086,811.9566040039062,524.5283813476562
1038942208.jpg,50.11501693725586,37.627140045166016,421.4650268554687,267.37652587890625
1039007744.jpg,159.353515625,19.301786422729492,762.0911865234375,366.79486083984375
1039728640.jpg,189.4068603515625,193.37255859375,913.263427734375,613.4051513671875
1039794176.jpg,64.6444320678711,25.435253143310547,942.0372314453124,716.7341918945312
1039925248.jpg,140.322021484375,284.5982666015625,1095.8778076171875,798.3212890625
1040318464.jpg,138.42149353027344,54.15702819824219,574.3085327148438,300.0
1040842752.jpg,24.22760009765625,123.85079193115234,424.0408630371094,286.86175537109375
1041170432.jpg,49.18670654296875,466.2205505371094,1519.983642578125,1003.1663208007812
1041825792.jpg,14.021793365478516,18.216121673583984,454.9571533203125,237.48228454589844
1042350080.jpg,24.48113441467285,123.10681915283205,693.8421020507812,494.0966796875
1042612224.jpg,0.4655361175537109,151.140625,498.3959655761719,357.74774169921875
1042808832.jpg,94.1463851928711,84.4736328125,951.6027221679688,669.46337890625
1043136512.jpg,22.762374877929688,123.86827087402344,701.9641723632812,404.8549499511719
1043267584.jpg,59.37739562988281,90.14582824707033,622.1220703125,396.8070373535156
1043398656.jpg,35.94166946411133,10.911550521850586,638.9354248046875,262.3918762207031
1043595264.jpg,176.95870971679688,165.14430236816406,642.0748291015625,422.2898559570313
1043726336.jpg,194.90318298339844,222.81590270996097,1743.0721435546875,1153.745849609375
1043988480.jpg,1.4569823741912842,128.12191772460938,447.4436950683594,340.9210510253906
1044119552.jpg,42.57537841796875,121.52957916259766,792.5653076171875,566.5224609375
